Feature,Mean SHAP Importance
Rsh_(ohm-cm2),0.3565314895362502
Rs_(ohm-cm2),3.096995718413414
n_at_1_sun,1.020318919056467
n_at_1/10_suns,0.8989788213797073
Jo2_(A/cm2),0.9967971089683283
