model,loss
GradientBoosting,10.332570212827465
RandomForest,6.86171995190247
LinearRegression,38.955068391948046
KNN,14.651167572816993
SVM,29.682446595165512
NeuralNetwork,11.783128488043559
AdaBoost,14.362523792620198
Lasso,39.078239233957554
Ridge,38.95514024062885
DecisionTree,7.435938604374983
