Cell_Area_(cm2),Batch_ID,Sample_ID,Efficiency_(percent),Rsh_(ohm-cm2),Rs_(ohm-cm2),n_at_1_sun,n_at_ 1/10_suns,Jo2_(A/cm2),Isc_(A),Voc_(V),FF_(percent)
243.0,Tabbed Cell Tests,SintonTabCell_2,,161062.91295,,-1.077537,-1.119658,3.710339e-09,0.000126,-0.643825,
243.0,Tabbed Cell Tests,SintonTabCell_2,17.618553,129796.460046,1.631394,1.077425,1.11761,9.046546e-09,8.988278,0.643452,74.025884
243.0,Tabbed Cell Tests,SintonTabCalCell_2,,,,,,,8.995219,,
243.0,Cell Example,SintonCellTest_1,,,,,,,8.953134,,
243.0,Cell Example,,,,,,,,,,
243.0,Cell Example,,,,,,,,,,
243.0,Cell Example,,17.979203,90863.438145,0.597835,1.319552,1.110497,1.467344e-08,8.948109,0.622285,78.461416
243.0,Initial Tests,SintonCalCell_1,17.977027,76209.777874,0.600461,1.32019,1.110003,1.473696e-08,8.949043,0.622302,78.441602
243.0,Initial Tests,SintonCell_2,18.124965,116750.457627,0.621796,1.331867,1.098315,1.309916e-08,8.999674,0.623781,78.455701
243.0,Initial Tests,WiswBiz_labCell_3,17.467567,66041.926014,0.844757,1.146734,1.091767,1.394924e-08,8.982734,0.612011,77.209588
243.0,Initial Tests,WiswBiz_labCell_4,18.201524,96758.832538,1.310036,1.090644,1.090144,6.342708e-09,9.093005,0.641293,75.848986
243.0,Tabbed Cell Tests,SintonTabCell_1,16.71443,126578.428911,1.611578,1.298,1.081945,1.136857e-08,8.883467,0.621777,73.532745
243.0,Tabbed Cell Tests,SintonTabCalCell_2,17.613966,156439.607172,1.644791,1.077409,1.11518,9.015362e-09,8.994078,0.643417,73.962908
243.0,Tabbed Cell Tests,SintonTabCalCell_2,17.611324,162130.424365,1.646629,1.075996,1.115804,9.054167e-09,8.993577,0.643444,73.952823
243.0,Tabbed Cell Tests,SintonTabCell_1,16.741234,114668.273376,1.552486,1.302087,1.086125,1.201763e-08,8.875731,0.621242,73.778373
243.0,Tabbed Cell Tests,SintonTabCell_1,16.738621,155070.049278,1.550999,1.283186,1.085139,1.216472e-08,8.874901,0.62118,73.781057
243.0,Encapsulated Cell Tests,SintonEncapCell_1,17.349322,129682.581213,1.825416,1.146754,1.084408,7.238164e-09,9.057759,0.638177,72.933472
243.0,Encapsulated Cell Tests,SintonEncapCell_2,17.682176,111968.91066,1.591125,1.084823,1.096738,7.357528e-09,8.976264,0.644021,74.326933
243.0,Encapsulated Cell Tests,SintonEncapCell_2,17.339365,135705.701004,1.588597,1.082621,1.096949,7.619702e-09,8.811305,0.64272,74.400754
243.0,Encapsulated Cell Tests,SintonEncapCell_2,17.271988,135950.506956,1.623592,1.093472,1.097362,7.756764e-09,8.811159,0.642685,74.116961
243.0,Encapsulated Cell Tests,SintonEncapCell_1,17.007177,108908.837255,1.834345,1.141917,1.083558,7.269961e-09,8.878278,0.637269,73.044426
4.177,Tonio_PVLab,Cal Cell-PVM842,,-5.5282130000000006e-17,,7.331616e-18,3.966722e-16,1e-11,0.16507,1.024092,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,,,
4.177,Tonio_PVLab,PVM842,,,,,,,6.86035e-05,,
4.177,Tonio_PVLab,PVM842,,,,,,,9.566546e-05,,
4.177,Tonio_PVLab,PVM842,,,,,,,7.189645e-05,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.146954,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.000317,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.000188,,
4.177,Tonio_PVLab,PVM842,,,,,,,8.935626e-05,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.000104,,
4.177,Tonio_PVLab,PVM842,,,,,,,-0.000148,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.164406,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.156707,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.016006,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.00722,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.002705,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.001375,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.000633,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.000415,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.000242,,
4.177,Tonio_PVLab,PVM842,,,,,,,-7.965185e-05,,
4.177,Tonio_PVLab,PVM842,,,,,,,-9.047257e-05,,
4.177,Tonio_PVLab,PVM842,,,,,,,-0.00013,,
4.177,Tonio_PVLab,PVM842,,,,,,,-0.000132,,
4.177,Tonio_PVLab,PVM842,,,,,,,-0.000112,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.091382,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.091547,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.09147,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.095469,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.095481,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.000111,,
4.177,Tonio_PVLab,PVM842,,,,,,,9.99798e-05,,
4.177,Tonio_PVLab,PVM842,,,,,,,7.638542e-05,,
4.177,Tonio_PVLab,PVM842,,,,,,,8.436489e-05,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.000114,,
4.177,Tonio_PVLab,PVM842,,,,,,,7.670176e-05,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.093707,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.095726,,
4.177,Tonio_PVLab,PVM842,,,,,,,0.094141,,
245.9,210BS_785Z6_777PT_40UM_CFAL_FA_NT,PV22A_01_2xF,15.786845,6681.332091,4.168918,0.926982,1.082023,3.264303e-09,10.190692,0.661922,57.549709
245.9,calibration,V7-19,,,,,,,9.531571,,
245.9,calibration,V7-19,17.818382,9998.186679,1.486142,1.217707,1.889206,5.974838e-08,9.530019,0.644917,71.290043
245.9,cal,,,,,,,,9.640715,,
245.9,cal,,18.015152,10003.71846,1.493166,1.217572,1.884883,5.919738e-08,9.642588,0.644999,71.226833
245.9,210BS_785Z6_777PT_40UM_CFAL_FA_NT,PV22A_01,19.832506,10456.269169,2.108464,0.927288,1.070575,2.433535e-09,10.253207,0.668339,71.167145
245.9,210BS_785Z6_777PT_40UM_CFAL_FA_3/4TEX,MZ2204_01,19.374599,62522.825696,2.297544,0.934793,1.066956,3.102538e-09,10.199605,0.666875,70.042805
245.9,210BS_765Z6_763PT_40UM_CFAL_FA_3/4TEX,MZ2204_02,21.188483,41967.968348,1.120678,0.971116,1.098839,4.547616e-09,10.071075,0.669599,77.262288
245.9,210BS_765Z6_763PT_40UM_CFAL_FA_NT,PV22A_02,21.605902,58591.124639,1.063591,0.951236,1.057794,2.36533e-09,10.149665,0.671634,77.93751
245.9,210BS_765Z6_763PT_40UM_CFAL_FA_NT,PV22A_02_2xF,19.611174,32686.550953,1.976689,0.941275,1.081331,3.601693e-09,10.11281,0.665584,71.645206
245.9,210BS_760Z6_770PT_CFAL_FA_OLD,PV22A_28UM_01,20.993614,24556.703852,1.224479,0.965074,1.093753,3.87804e-09,10.02121,0.670869,76.786984
245.9,210BS_760Z6_772PT_CFAL_FA_OLD,PV22A_28UM_02,20.868316,18190.302673,1.281095,0.96184,1.111658,4.461532e-09,10.037117,0.669431,76.371507
245.9,210BS_755Z6_776PT_CFAL_FA_OLD,PV22A_28UM_03,21.40806,36700.398134,1.094673,0.964949,1.07229,2.81011e-09,10.071809,0.672507,77.719765
245.9,210BS_750Z6_CFAL_FA_OLD,PV22A_28UM_04,21.353533,54854.869187,0.922735,0.983205,1.089261,4.269133e-09,9.982337,0.670435,78.458351
245.9,210BS_745Z6_CFAL_FA_OLD,PV22A_28UM_05,21.710086,49353.69899,0.769259,0.982086,1.073766,3.284529e-09,10.022875,0.670982,79.38111
245.9,210BS_740Z6_CFAL_FA_OLD,PV22A_28UM_06,21.709461,45586.125521,0.983966,0.963619,1.099099,3.976907e-09,10.100129,0.675907,78.197605
245.9,210BS_745Z6_CFAL_FA_OLD,PV22A_28UM_07,21.269208,2538.215454,0.786488,1.011907,1.172069,5.541325e-09,9.965002,0.668341,78.52981
245.9,210BS_745Z6_CFAL_FA_OLD,PV22A_28UM_08,21.542981,23351.46265,0.915224,0.982213,1.090383,3.612016e-09,10.037458,0.672325,78.49852
245.9,cal,v7-11,,,,,,,9.643176,,
245.9,cal,v7-11,17.997366,9857.07019,1.532951,1.222457,1.8793,5.910394e-08,9.644335,0.645387,71.100871
245.9,210BS_745Z6_717PT_CFAL_FA_NS,PV22A_28UM_09,22.120452,41184.931044,0.654941,0.991825,1.088379,4.297023e-09,10.167049,0.670358,79.808804
245.9,210BS_745Z6_717PT_40UM_CFAL_FA_NS_1/2TEX,MZ2210_01,21.849747,22922.770823,1.073645,0.967133,1.08104,3.398152e-09,10.29897,0.673431,77.467234
245.9,210BS_745Z6_717PT_40UM_CFAL_FA_NS_1/2TEX,MZ2210_02,22.384238,60930.46053,0.738404,0.973118,1.077123,3.472699e-09,10.293679,0.672531,79.509309
245.9,210BS_745Z6_717PT_40UM_CFAL_FA_NS_1/2TEX,MZ2210_03,22.209853,58412.559598,0.70302,0.986574,1.092457,4.457953e-09,10.243436,0.670476,79.519788
245.9,210BS_745Z6_717PT_40UM_CFAL_FA_NS_1/2TEX,MZ2210_04,22.259407,14293.373837,0.810442,0.975249,1.091,3.741328e-09,10.295115,0.67289,79.012657
245.9,210BS_745Z6_712PT_CFAL_FA,PV22A_28UM_10,21.93909,6815.984777,0.765096,0.985673,1.082543,2.977099e-09,10.157474,0.669865,79.287435
245.9,210BS_745Z6_712PT_CFAL_FA,PV22A_40UM_06,19.400996,14306.978919,1.777023,0.956906,1.06571,2.530153e-09,9.919721,0.666579,72.149232
245.9,210BS_745Z6_712PT_CFAL_FA,PV22A_40UM_06,19.534092,14316.930851,1.669088,0.953553,1.062132,2.360821e-09,9.92148,0.666121,72.681166
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2204_40UM_06,21.443716,29782.0951,1.186894,0.968278,1.092132,4.096449e-09,10.228329,0.670402,76.898644
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_08,22.106528,12575.465997,0.685618,0.98725,1.092542,4.168958e-09,10.210047,0.668973,79.587157
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_09,22.029152,36756.602012,0.71623,0.982448,1.070843,3.536337e-09,10.209212,0.667035,79.545459
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_51,21.996098,8130.574896,0.748523,1.002743,1.106818,4.172915e-09,10.198315,0.67037,79.115482
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_52,22.168382,6516.003512,0.682235,0.996896,1.119292,4.223617e-09,10.215627,0.671621,79.451702
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_53,22.06144,27021.284613,0.692353,1.002092,1.122685,5.714188e-09,10.191266,0.671068,79.322765
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_54,21.442862,8223.537109,1.070881,0.982639,1.101144,4.098641e-09,10.200762,0.667767,77.407576
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_55,21.878485,2232.478565,0.700715,0.993227,1.148281,3.604551e-09,10.193915,0.666894,79.136696
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_56,22.005061,45505.569929,0.766452,0.983175,1.083522,4.153743e-09,10.22024,0.668559,79.191753
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_57,21.951566,39147.02477,0.783476,0.984761,1.087338,4.326633e-09,10.201709,0.669043,79.085503
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_58,22.049616,7495.835038,0.838904,0.973365,1.0966,3.548629e-09,10.239992,0.67172,78.826436
245.9,210BS_745Z6_717PT_40UM_CFAL_FA_NS_1/2TEX,MZ2210_05,22.301154,35552.508373,0.820772,0.977385,1.073606,3.323103e-09,10.320144,0.672247,79.04445
245.9,210BS_745Z6_717PT_40UM_CFAL_FA_NS_1/2TEX,MZ2204_03,21.667077,39151.664976,1.096411,0.95378,1.098555,4.213387e-09,10.204971,0.673426,77.527703
245.9,210BS_745Z6_717PT_40UM_CFAL_FA_NT,PV22A_03,22.225674,36036.035151,0.834437,0.966,1.070202,2.925179e-09,10.262405,0.673474,79.075797
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_10,22.12377,69937.808052,0.720438,0.980824,1.068701,3.471506e-09,10.226901,0.6686,79.56227
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_11,21.997975,48683.530235,0.790209,0.987652,1.083061,4.129727e-09,10.220845,0.669345,79.068709
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_12,22.071883,36432.627813,0.765482,0.979919,1.067474,3.272127e-09,10.228541,0.668755,79.344597
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_59,21.887157,1975.991099,0.846098,0.978715,1.18608,4.46435e-09,10.239502,0.671611,78.262049
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_60,21.982887,8319.172804,0.90426,0.971011,1.101896,3.757382e-09,10.253952,0.672004,78.447701
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_61,21.662663,28332.954524,1.099124,0.956313,1.073864,3.116299e-09,10.242847,0.670862,77.520449
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_62,21.892998,16246.492549,0.957356,0.969054,1.093467,3.75798e-09,10.245898,0.671952,78.194325
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_63,22.221862,6226.955419,0.67792,0.97933,1.092545,3.147846e-09,10.224338,0.670482,79.710686
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_64,21.793161,6723.747913,0.919333,0.982017,1.1155,4.446923e-09,10.21717,0.670571,78.217435
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_65,21.990319,49175.449208,0.888094,0.974952,1.070083,3.035492e-09,10.232805,0.671352,78.712756
245.9,210BS_745Z6_717PT_40UM_CFAL_FA_NT,PV22A_04,22.119923,47731.25375,0.798079,0.973698,1.052346,2.259267e-09,10.221001,0.670718,79.342975
245.9,210BS_745Z6_717PT_40UM_CFAL_FA,MZ2204_04,21.709243,72146.504678,1.043411,0.961253,1.07399,3.359368e-09,10.219234,0.670891,77.863341
245.9,210BS_745Z6_717PT_40UM_CFAL_FA,MZ2210_06,22.070849,59607.313288,0.76468,0.992975,1.084537,4.186033e-09,10.248116,0.668978,79.16285
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_13,21.931859,34502.503816,0.799605,0.976504,1.093502,4.54293e-09,10.218748,0.668308,78.969581
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_13,22.055328,34592.903191,0.719973,0.97758,1.09298,4.5407e-09,10.217799,0.668327,79.419247
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2204_40UM_07,21.957509,26682.62111,0.819343,0.974881,1.073278,3.045212e-09,10.178233,0.670725,79.090583
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_66,21.896811,6861.679453,0.923576,0.973849,1.120189,4.494423e-09,10.252241,0.671561,78.205151
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_67,22.039896,13516.600573,0.776643,0.974957,1.103575,4.28708e-09,10.214255,0.670764,79.102734
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_68,22.09415,4259.187215,0.760261,0.980456,1.115751,3.438758e-09,10.221113,0.671872,79.113588
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_69,22.074833,12194.893579,0.67168,0.982965,1.090926,3.898114e-09,10.192101,0.668191,79.706109
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_70,21.903792,10428.901054,0.786325,0.99882,1.108665,4.594962e-09,10.190359,0.669881,78.902469
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_71,21.995278,12847.179699,0.755212,0.987013,1.091289,3.9627e-09,10.195897,0.669483,79.236101
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_72,22.078306,3674.658087,0.713419,0.987092,1.116904,3.347983e-09,10.209683,0.670231,79.339107
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_73,22.167836,37531.783671,0.676798,0.98781,1.0972,4.447467e-09,10.198537,0.670909,79.667337
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_74,22.129292,3976.256093,0.779359,0.970557,1.100038,2.78484e-09,10.24053,0.671341,79.151743
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_75,22.049879,2606.180498,0.654027,0.983713,1.126523,3.059798e-09,10.186931,0.668637,79.603298
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_76,22.221588,7960.265448,0.703056,0.985072,1.098264,3.453748e-09,10.228114,0.671655,79.541174
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_77,22.078024,10807.398775,0.684993,0.995416,1.104937,4.607291e-09,10.204331,0.669251,79.495976
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_78,21.645178,8364.652995,0.911265,0.978512,1.115139,4.7435e-09,10.189322,0.667769,78.225435
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_79,21.711631,2484.284869,0.702592,1.01652,1.146708,4.139089e-09,10.181232,0.66421,78.94872
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_80,22.014973,26736.724769,0.761432,0.990307,1.072425,3.340081e-09,10.20974,0.668721,79.289779
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_81,22.094319,13223.6184,0.837476,0.97093,1.088401,3.339895e-09,10.226081,0.673076,78.934265
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_82,22.080293,3593.32969,0.692467,0.992376,1.121903,3.828945e-09,10.235509,0.668483,79.352989
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_83,22.025336,3833.705354,0.657058,0.995021,1.119267,3.853409e-09,10.208742,0.667194,79.516365
245.9,210BS_745Z6_717PT_40UM_CFAL_FA,MZ2210_07,22.123182,30626.990692,0.863582,0.979307,1.096089,4.424226e-09,10.300199,0.671709,78.628343
245.9,210BS_745Z6_717PT_40UM_CFAL_FA,MZ2210_07,22.240154,30289.306539,0.788921,0.980634,1.095444,4.456392e-09,10.300637,0.671699,79.041875
245.9,210BS_745Z6_717PT_40UM_CFAL_FA,MZ2204_05,21.841433,19395.696015,0.976114,0.963503,1.099627,4.112441e-09,10.225519,0.672584,78.092194
245.9,210BS_745Z6_712PT_CFAL_FA,PV22A_40UM_07,21.807205,19003.845089,0.783674,0.979262,1.063333,3.127775e-09,10.182174,0.665031,79.191034
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_14,22.160114,36009.402377,0.782539,0.983454,1.083984,3.661723e-09,10.237118,0.67221,79.185919
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_15,22.207721,37947.961234,0.699841,0.989437,1.095031,4.367658e-09,10.224685,0.671466,79.540597
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_84,21.714372,1664.563431,0.994913,0.960312,1.190397,3.46321e-09,10.244981,0.672366,77.515596
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_85,22.119514,3912.543782,0.764007,0.975922,1.133567,4.331531e-09,10.273502,0.670559,78.95482
245.9,210BS_810Z6_765PT_CFAL_FA_40UM,ACI_RD0123L_01,19.377684,2843.720765,2.197725,0.92787,1.129019,3.236437e-09,10.190158,0.664463,70.373451
245.9,210BS_810Z6_765PT_CFAL_FA_40UM,ACI_RD0123L_01_2XF,18.343964,3463.304324,2.334238,0.93333,1.135016,4.666235e-09,9.983268,0.657014,68.770857
245.9,210BS_800Z6_749PT_CFAL_FA_40UM,ACI_RD0123L_02,19.715194,3474.544103,2.124561,0.928536,1.115708,3.238172e-09,10.235665,0.66545,71.175153
245.9,210BS_800Z6_749PT_CFAL_FA_40UM,ACI_RD0123L_02_2XF,19.367615,4216.287586,2.049821,0.940205,1.146775,5.561159e-09,10.175913,0.659166,71.001314
245.9,210BS_745Z6_745PT_CFAL_FA_40UM,ACI_RD0123L_03,15.075397,39419.236707,5.168784,0.869572,1.022602,7.989760999999998e-11,10.124139,0.670567,54.604298
245.9,210BS_745Z6_745PT_CFAL_FA_40UM,ACI_RD0123L_03_2XF,17.287136,9248.207056,3.658507,0.884399,1.038742,5.682848e-10,10.258288,0.668195,62.015979
245.9,210BS_745Z6_717PT_40UM_CFAL_FA,PV22A_05,22.260327,45941.175559,0.831419,0.95734,1.055781,2.204032e-09,10.268957,0.672944,79.210893
245.9,cal.,v7-11,,,,,,,9.640103,,
245.9,cal.,v7-11,18.004917,10012.676598,1.505409,1.21435,1.886026,5.996221e-08,9.641679,0.645112,71.180584
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_16,22.097456,32632.640884,0.804399,0.984344,1.110195,4.885909e-09,10.243062,0.672425,78.890897
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_17,22.30296,38109.747687,0.713455,0.981901,1.082395,3.515735e-09,10.24324,0.672659,79.59556
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_18,22.339964,40267.073798,0.670355,0.980644,1.081451,3.476659e-09,10.224908,0.672636,79.87329
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_19,22.197386,35137.056564,0.751035,0.977429,1.076835,3.383497e-09,10.229746,0.671794,79.425382
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_20,22.265583,29203.699865,0.721114,0.979274,1.063862,2.689809e-09,10.22057,0.672032,79.712643
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_21,22.013969,60758.763769,0.904125,0.980184,1.092445,4.205615e-09,10.264793,0.672251,78.446832
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_22,22.232262,32570.939702,0.758133,0.981629,1.084695,3.631985e-09,10.240567,0.672947,79.329969
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_23,21.865217,26426.916033,0.750042,1.000667,1.080381,3.957969e-09,10.175267,0.666763,79.249179
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_24,22.073666,34113.805943,0.717208,0.993907,1.09674,4.520469e-09,10.210398,0.669625,79.388727
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_25,22.118862,22654.926075,0.882032,0.97574,1.102876,4.378825e-09,10.281254,0.673581,78.538993
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_26,22.140439,4835.254158,0.645155,0.993048,1.13129,4.928519e-09,10.19201,0.671043,79.603955
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_27,22.184924,41142.832135,0.774501,0.981177,1.085116,3.825417e-09,10.249579,0.671879,79.217141
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_28,22.249444,48832.764111,0.631902,0.992889,1.098036,4.642729e-09,10.212859,0.670716,79.871505
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_29,22.01072,47391.680784,0.765808,0.994482,1.098399,4.626063e-09,10.19815,0.670728,79.127027
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_30,22.137304,43418.419166,0.714724,0.988354,1.091243,4.324057e-09,10.208348,0.671,79.470364
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_31,22.252616,47823.845977,0.801471,0.964936,1.083636,3.716052e-09,10.279515,0.672596,79.143047
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_32,22.206985,58589.944553,0.834697,0.969147,1.081311,3.679888e-09,10.286419,0.672571,78.930719
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_33,22.220685,44926.599142,0.72412,0.985603,1.080726,3.755259e-09,10.234951,0.671381,79.517233
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_34,22.093582,41170.683057,0.705489,0.989624,1.103405,4.869957e-09,10.199339,0.670593,79.431602
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_35,22.258654,59544.672181,0.751717,0.970949,1.061883,2.812187e-09,10.258021,0.671085,79.509019
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_36,22.252906,40454.946198,0.775147,0.980868,1.0861,3.825365e-09,10.273758,0.672497,79.20002
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_37,22.325231,63487.645233,0.792071,0.964331,1.087161,3.839892e-09,10.28787,0.673824,79.19222
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_38,22.322622,58737.952008,0.801298,0.959568,1.075203,3.294685e-09,10.283754,0.673693,79.23009
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_39,22.120584,58973.97801,0.950689,0.961186,1.08564,3.614598e-09,10.299574,0.674198,78.333665
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_40,21.651283,61870.222628,1.214,0.956687,1.070048,2.893109e-09,10.264728,0.674598,76.886427
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_41,22.163995,70197.60188,0.950258,0.953734,1.071648,3.06034e-09,10.305551,0.674096,78.453703
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_42,22.292874,31541.00721,0.644087,0.980766,1.075361,3.350666e-09,10.204375,0.671275,80.027236
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_43,22.108181,40925.28834,0.708671,0.983532,1.07997,3.79709e-09,10.199012,0.669776,79.583674
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_44,22.167403,41769.516493,0.732734,0.977948,1.068071,3.062241e-09,10.210352,0.670845,79.581226
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_45,22.221548,41528.858457,0.68419,0.98276,1.075743,3.425385e-09,10.200444,0.67123,79.807241
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_46,22.345769,43087.372176,0.636026,0.97945,1.068857,3.043188e-09,10.216728,0.671263,80.12148
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_47,22.077305,34324.345682,0.858329,0.965354,1.071745,3.109056e-09,10.243922,0.671662,78.901902
245.9,210BS_745Z6_712PT_CFAL_FA,MZ2210_40UM_48,22.121747,26644.08962,0.611105,0.992885,1.095597,4.530338e-09,10.164332,0.66895,80.002818
