Feature,SHAP Importance
Rsh_(ohm-cm2),0.41251697101095847
Rs_(ohm-cm2),3.1811303317909965
n_at_1_sun,0.9648856415629639
n_at_ 1/10_suns,0.37749243528260806
Jo2_(A/cm2),0.6534440698220191
